x,y,z
-2.971922433732369639e-01,2.007721692885676423e-01,8.581972725182442918e-01
-2.926282216275720716e-01,2.054382163850014820e-01,8.595394172864476712e-01
-2.880661825562410572e-01,2.101052077423165299e-01,8.607111258478349347e-01
-2.835061219716140113e-01,2.147731422554717273e-01,8.617124170043357623e-01
-2.789480358815524252e-01,2.194420186239557091e-01,8.625433094012188162e-01
-2.743919204915186705e-01,2.241118353491139692e-01,8.632038215483690546e-01
-2.698377722063371453e-01,2.287825907318270513e-01,8.636939718419732737e-01
-2.652855876315877159e-01,2.334542828705611639e-01,8.640137785865530384e-01
-2.607353635746150755e-01,2.381269096598096213e-01,8.641632600172767242e-01
-2.561870970451408658e-01,2.428004687889398494e-01,8.641424343224808347e-01
-2.516407852554698454e-01,2.474749577414566137e-01,8.639513196663257677e-01
-2.470964256202848042e-01,2.521503737946885759e-01,8.635899342115096466e-01
-2.425540157560294452e-01,2.568267140199004817e-01,8.630582961419641652e-01
-2.380135534798826502e-01,2.615039752828288711e-01,8.623564236854539544e-01
-2.334750368083314820e-01,2.661821542446357602e-01,8.614843351360047530e-01
-2.289384639553545819e-01,2.708612473632694972e-01,8.604420488760863295e-01
-2.244038333302309229e-01,2.755412508952190254e-01,8.592295833984796571e-01
-2.198711435349925969e-01,2.802221608976433465e-01,8.578469573277626159e-01
-2.153403933615431198e-01,2.849039732308560890e-01,8.562941894413519384e-01
-2.108115817884652909e-01,2.895866835611408119e-01,8.545712986900468877e-01
-2.062847079775446957e-01,2.942702873638716743e-01,8.526783042180243744e-01
-2.017597712700364698e-01,2.989547799269118844e-01,8.506152253822417686e-01
-1.972367711827039960e-01,3.036401563542614479e-01,8.483820817712116602e-01
-1.927157074036586759e-01,3.083264115699242414e-01,8.459788932231177006e-01
-1.881965797880300606e-01,3.130135403219653778e-01,8.434056798432486568e-01
-1.836793883534952321e-01,3.177015371867294435e-01,8.406624620207333587e-01
-1.791641332756955807e-01,3.223903965731905741e-01,8.377492604445649915e-01
-1.746508148835682339e-01,3.270801127274066689e-01,8.346660961189101835e-01
-1.701394336546177000e-01,3.317706797370517102e-01,8.314129903777017772e-01
-1.656299902101522059e-01,3.364620915360003739e-01,8.279899648985207250e-01
-1.611224853105070465e-01,3.411543419089422824e-01,8.243970417157751029e-01
-1.566169198502758986e-01,3.458474244960039745e-01,8.206342432331890091e-01
-1.521132948535686147e-01,3.505413327973591620e-01,8.167015922356170021e-01
-1.476116114693127035e-01,3.552360601778091209e-01,8.125991119002020646e-01
-1.431118709666132638e-01,3.599315998713178977e-01,8.083268258068971868e-01
-1.386140747301847498e-01,3.646279449854879506e-01,8.038847579483739958e-01
-1.341182242558656423e-01,3.693250885059641275e-01,7.992729327393394145e-01
-1.299059891942052070e-01,3.737635609518402680e-01,8.030015751435521931e-01
-1.256955668849174534e-01,3.782028573831662799e-01,8.065594115356455873e-01
-1.214869537730105253e-01,3.826429784277127211e-01,8.099464643944668252e-01
-1.172801464368627422e-01,3.870839245796297012e-01,8.131627557915830362e-01
-1.130751415926805753e-01,3.915256961943903713e-01,8.162083074035857422e-01
-1.088719360989896245e-01,3.959682934836855073e-01,8.190831405251198793e-01
-1.046705269611381411e-01,4.004117165102902831e-01,8.217872760826588907e-01
-1.004709113357904193e-01,4.048559651829273243e-01,8.243207346490449838e-01
-9.627308653538516059e-02,4.093010392511527984e-01,8.266835364588096535e-01
-9.207705003253138787e-02,4.137469383002936874e-01,8.288757014242834620e-01
-8.788279946431280798e-02,4.181936617464688255e-01,8.308972491525009607e-01
-8.369033263646948051e-02,4.226412088317256233e-01,8.327481989628974235e-01
-7.949964752742436080e-02,4.270895786193284471e-01,8.344285699057889527e-01
-7.531074229212102178e-02,4.315387699892342388e-01,8.359383807816205270e-01
-7.112361526563854008e-02,4.359887816337931765e-01,8.372776501609561217e-01
-6.693826496654925462e-02,4.404396120537104609e-01,8.384463964051795948e-01
-6.275469009998582703e-02,4.448912595543071391e-01,8.394446376878635929e-01
-5.857288956038521344e-02,4.493437222421148847e-01,8.402723920167575189e-01
-5.439286243387907172e-02,4.537969980218384269e-01,8.409296772563357170e-01
-5.021460800030275173e-02,4.582510845937171617e-01,8.414165111508394856e-01
-4.603812573479816594e-02,4.627059794513130875e-01,8.417329113477390878e-01
-4.186341530898981395e-02,4.671616798797494363e-01,8.418788954215356002e-01
-3.769047659171754355e-02,4.716181829544187631e-01,8.418544808978163374e-01
-3.351930964931446044e-02,4.760754855401745922e-01,8.416596852774747006e-01
-2.934991474542360257e-02,4.805335842910153921e-01,8.412945260610009690e-01
-2.946553041133238154e-02,4.847784493508433545e-01,8.407666407522854657e-01
-2.961905563538254349e-02,4.890210847640676373e-01,8.400685380859753693e-01
-2.977376074243613668e-02,4.932633119988014681e-01,8.392001474036032693e-01
-2.992964550336213794e-02,4.975051280716670243e-01,8.381614833981552160e-01
-3.008670967748109173e-02,5.017465297277948766e-01,8.369525609320667137e-01
-3.024495301251936205e-02,5.059875134478611924e-01,8.355733950680206412e-01
-3.040437524460559704e-02,5.102280754559922471e-01,8.340240010983414054e-01
-3.056497609830533327e-02,5.144682117283888578e-01,8.323043945728658688e-01
-3.072675528668927097e-02,5.187079180025206959e-01,8.304145913252058975e-01
-3.088971251143056429e-02,5.229471897867434826e-01,8.283546074973544560e-01
-3.105384746292651904e-02,5.271860223701998471e-01,8.261244595626168197e-01
-3.121915982044019475e-02,5.314244108328759486e-01,8.237241643468776742e-01
-3.138564925225766078e-02,5.356623500556971784e-01,8.211537390482379628e-01
-3.155331541585702781e-02,5.398998347305630219e-01,8.184132012550736635e-01
-3.172215795808575045e-02,5.441368593702347045e-01,8.155025689625855501e-01
-3.189217651534308196e-02,5.483734183180044575e-01,8.124218605879169885e-01
-3.206337071376505476e-02,5.526095057570881153e-01,8.091710949839252542e-01
-3.223574016940969345e-02,5.568451157196981915e-01,8.057502914516962989e-01
-3.240928448844061782e-02,5.610802420957636816e-01,8.021594697518922290e-01
-3.258400326730750279e-02,5.653148786412741655e-01,7.983986501150223125e-01
-3.274482305874958782e-02,5.692316926437981373e-01,8.015275004969659722e-01
-3.290668962422910876e-02,5.731481600140126975e-01,8.044856802123876438e-01
-3.306960284652485371e-02,5.770642815217150723e-01,8.072732080457984960e-01
-3.323356260469489953e-02,5.809800577885493311e-01,8.098901023165357982e-01
-3.339856877352238851e-02,5.848954892786161208e-01,8.123363808919176199e-01
-3.356462122293190492e-02,5.888105762886858274e-01,8.146120612017853091e-01
-3.373171981737780462e-02,5.927253189380624621e-01,8.167171602545479914e-01
-3.389986441520660698e-02,5.966397171581634407e-01,8.186516946548401119e-01
-3.406905486799667593e-02,6.005537706818970811e-01,8.204156806228958265e-01
-3.423929101987921442e-02,6.044674790329429559e-01,8.220091340157315019e-01
-3.441057270684585306e-02,6.083808415150566695e-01,8.234320703502078231e-01
-3.458289975604911942e-02,6.122938572015443892e-01,8.246845048280201373e-01
-3.475627198510321952e-02,6.162065249250684440e-01,8.257664523626314645e-01
-3.493068920139353467e-02,6.201188432679614060e-01,8.266779276081266392e-01
-3.510615120140395812e-02,6.240308105532355043e-01,8.274189449899208570e-01
-3.528265777007177917e-02,6.279424248364786632e-01,8.279895187372083853e-01
-3.546020868017996791e-02,6.318536838988231263e-01,8.283896629169861248e-01
-3.563880369179647095e-02,6.357645852411606402e-01,8.286193914694365281e-01
-3.581844255176943465e-02,6.396751260797544081e-01,8.286787182444085298e-01
-3.599912499328618287e-02,6.435853033433696080e-01,8.285676570386946160e-01
-3.618085073550214581e-02,6.474951136720029643e-01,8.282862216337713024e-01
-3.636361948324424304e-02,6.514045534172512308e-01,8.278344258336520767e-01
-3.654743092679096222e-02,6.553136186443118127e-01,8.272122835024979803e-01
-3.673228474172936936e-02,6.592223051355621255e-01,8.264198086016377731e-01
-3.691818058888716308e-02,6.631306083956236552e-01,8.254570152256740512e-01
-3.710511811433590129e-02,6.670385236577804910e-01,8.243239176373834409e-01
-3.729309694946006393e-02,6.709460458915920134e-01,8.230205303011622897e-01
-3.748211671108526988e-02,6.748531698115219912e-01,8.215468679148173470e-01
-3.767217700165809841e-02,6.787598898863943520e-01,8.199029454395506677e-01
-3.786327740946967418e-02,6.826662003494845532e-01,8.180887781280394844e-01
-3.805541750891485581e-02,6.865720952090613727e-01,8.161043815505576449e-01
-3.824859686077931170e-02,6.904775682592054764e-01,8.139497716191286258e-01
-3.844281501254713518e-02,6.943826130907474470e-01,8.116249646097369874e-01
-3.863807149872229563e-02,6.982872231021863829e-01,8.091299771826527820e-01
-3.883436584115800699e-02,7.021913915104724957e-01,8.064648264009497414e-01
-3.903169754938894120e-02,7.060951113615553387e-01,8.036295297473111665e-01
-3.923006612096191503e-02,7.099983755406201746e-01,8.006241051392328778e-01
-3.941653163365042845e-02,7.136764872588435837e-01,8.024499440913612780e-01
-3.960395148581675323e-02,7.173542911973145308e-01,8.041052270891840825e-01
-3.979232546471146020e-02,7.210317855450469882e-01,8.055899694719488302e-01
-3.998165334727958597e-02,7.247089682714117354e-01,8.069041862394151776e-01
-4.017193489935196732e-02,7.283858371149425359e-01,8.080478920785387764e-01
-4.036316987484209196e-02,7.320623895725348884e-01,8.090211013923557237e-01
-4.055535801496021331e-02,7.357386228892506264e-01,8.098238283310331687e-01
-4.074849904745758006e-02,7.394145340489557405e-01,8.104560868249969241e-01
-4.094259268591406153e-02,7.430901197660200186e-01,8.109178906199834280e-01
-4.113763862908253327e-02,7.467653764782992143e-01,8.112092533137978956e-01
-4.133363656030267924e-02,7.504403003416000306e-01,8.113301883944991078e-01
-4.153058614699536161e-02,7.541148872257938951e-01,8.112807092796729957e-01
-4.172848704024682831e-02,7.577891327127026511e-01,8.110608293564115501e-01
-4.192733887448930191e-02,7.614630320958262200e-01,8.106705620215841623e-01
-4.212714126728150932e-02,7.651365803819246691e-01,8.101099207219725207e-01
-4.232789381918958954e-02,7.688097722944081669e-01,8.093789189938468409e-01
-4.252959611376568028e-02,7.724826022784330171e-01,8.084775705015859737e-01
-4.273224771761864604e-02,7.761550645075542265e-01,8.074058890749813422e-01
-4.293584818056906532e-02,7.798271528917467554e-01,8.061638887449199542e-01
-4.314039703587873448e-02,7.834988610865817327e-01,8.047515837772007963e-01
-4.334589380054393315e-02,7.871701825033291522e-01,8.031689887043047538e-01
-4.355233797564098119e-02,7.908411103197590108e-01,8.014161183550013723e-01
-4.375972904671277669e-02,7.945116374914182877e-01,7.994929878817365054e-01
-4.396806648418549041e-02,7.981817567631787069e-01,7.973996127857979621e-01
-4.417734974380537610e-02,8.018514606808723189e-01,7.951360089402995657e-01
-4.438757826708688431e-02,8.055207416028558054e-01,7.927021926110623395e-01
-4.459875148176428716e-02,8.091895917113715031e-01,7.900981804754954041e-01
-4.481086880224049301e-02,8.128580030235990073e-01,7.873239896395993753e-01
-4.502392963002775639e-02,8.165259674023160885e-01,7.843796376532248260e-01
